Relocated origin time,Relocated Horizantal Difference,Relocated Depth Difference,Relocated Total Difference,Year/Mo. Category
08/06/2013 14:27:16.213,1397.18,280.17,1425.00,2013/May/June
08/06/2013 14:28:09.099,1458.99,276.86,1485.02,2013/May/June
08/06/2013 14:28:49.261,1430.03,256.61,1452.87,2013/May/June
08/06/2013 18:21:25.075,1535.06,619.65,1655.40,2013/May/June
08/06/2013 22:47:52.990,1463.15,194.71,1476.05,2013/May/June
08/06/2013 22:47:55.803,1454.52,263.06,1478.12,2013/May/June
08/06/2013 22:48:04.205,2006.69,330.50,2033.72,2013/May/June
08/06/2013 22:48:09.516,1946.40,332.51,1974.60,2013/May/June
08/06/2013 22:48:10.388,2306.84,225.35,2317.82,2013/May/June
08/06/2013 22:49:15.352,1381.03,244.64,1402.53,2013/May/June
08/06/2013 22:49:59.106,2056.68,315.94,2080.80,2013/May/June
08/06/2013 22:51:37.054,2205.49,150.61,2210.62,2013/May/June
09/06/2013 08:43:21.182,1735.83,301.72,1761.86,2013/May/June
09/06/2013 14:11:40.691,2141.14,372.61,2173.32,2013/May/June
09/06/2013 14:38:55.380,1726.14,859.59,1928.33,2013/May/June
09/06/2013 23:10:57.912,2263.91,690.55,2366.89,2013/May/June
09/06/2013 23:39:34.096,2326.55,460.78,2371.74,2013/May/June
10/06/2013 03:38:14.563,1634.75,697.30,1777.25,2013/May/June
11/06/2013 00:18:10.909,1749.55,430.41,1801.72,2013/May/June
11/06/2013 12:26:19.820,2004.86,606.66,2094.63,2013/May/June
11/06/2013 20:19:59.345,2135.67,718.08,2253.16,2013/May/June
12/06/2013 22:22:20.533,1794.41,658.31,1911.35,2013/May/June
13/06/2013 11:27:43.695,1819.33,640.25,1928.70,2013/May/June
13/06/2013 17:55:44.026,1933.41,381.13,1970.61,2013/May/June
14/06/2013 03:29:52.101,1949.56,666.54,2060.36,2013/May/June
14/06/2013 03:51:10.384,2305.91,658.77,2398.17,2013/May/June
14/06/2013 08:34:09.841,1950.20,687.03,2067.67,2013/May/June
14/06/2013 10:50:51.632,1938.37,663.60,2048.81,2013/May/June
14/06/2013 11:12:08.201,1956.21,602.08,2046.77,2013/May/June
14/06/2013 11:35:57.015,1919.16,-79.34,1920.80,2013/May/June
14/06/2013 14:07:12.406,1946.71,637.84,2048.54,2013/May/June
17/06/2013 07:18:48.695,1959.44,693.71,2078.61,2013/May/June
17/06/2013 14:15:49.202,1935.73,-85.33,1937.61,2013/May/June
18/06/2013 03:49:01.983,1917.43,775.63,2068.36,2013/May/June
18/06/2013 05:25:13.855,1891.60,780.58,2046.33,2013/May/June
18/06/2013 05:27:04.052,1954.40,783.90,2105.74,2013/May/June
18/06/2013 10:11:38.592,1188.75,780.97,1422.33,2013/May/June
19/06/2013 05:54:44.495,1117.87,767.01,1355.71,2013/May/June
19/06/2013 06:18:00.385,1358.50,765.86,1559.50,2013/May/June
19/06/2013 06:18:02.449,1407.31,771.90,1605.10,2013/May/June
19/06/2013 12:47:50.493,1471.35,777.99,1664.38,2013/May/June
19/06/2013 13:57:20.997,984.34,769.57,1249.46,2013/May/June
19/06/2013 13:57:29.300,1084.18,792.66,1343.04,2013/May/June
19/06/2013 16:49:55.548,1245.93,498.23,1341.86,2013/May/June
20/06/2013 09:36:21.396,2142.58,641.81,2236.65,2013/May/June
20/06/2013 13:42:41.905,2087.98,340.71,2115.60,2013/May/June
23/06/2013 13:07:01.455,1484.44,97.11,1487.62,2013/May/June
26/06/2013 03:20:33.586,1450.24,430.27,1512.72,2013/May/June
28/06/2013 03:57:49.135,1483.13,712.81,1645.53,2013/May/June
28/06/2013 04:18:37.671,1387.81,778.31,1591.16,2013/May/June
30/06/2013 02:53:02.958,1430.18,654.44,1572.80,2013/May/June
01/07/2013 03:31:07.521,1469.10,175.15,1479.51,2013/Jul/Aug
01/07/2013 09:28:41.980,2398.53,134.40,2402.29,2013/Jul/Aug
01/07/2013 18:29:03.426,2461.53,417.87,2496.74,2013/Jul/Aug
02/07/2013 15:21:58.041,2338.10,69.23,2339.13,2013/Jul/Aug
02/07/2013 16:35:33.864,2343.12,77.23,2344.39,2013/Jul/Aug
05/07/2013 10:22:38.566,2366.26,376.08,2395.96,2013/Jul/Aug
08/07/2013 15:27:01.282,2377.74,427.38,2415.84,2013/Jul/Aug
10/07/2013 10:03:34.103,2326.79,329.04,2349.94,2013/Jul/Aug
10/07/2013 11:16:36.923,2539.20,513.42,2590.59,2013/Jul/Aug
10/07/2013 12:39:14.676,2492.57,508.91,2543.99,2013/Jul/Aug
10/07/2013 12:41:29.119,2611.86,569.49,2673.23,2013/Jul/Aug
10/07/2013 12:50:57.672,1300.37,612.22,1437.28,2013/Jul/Aug
10/07/2013 19:33:11.892,1345.08,283.35,1374.60,2013/Jul/Aug
11/07/2013 02:17:02.343,1382.03,673.42,1537.37,2013/Jul/Aug
11/07/2013 03:01:37.343,1419.88,632.44,1554.36,2013/Jul/Aug
11/07/2013 06:30:16.075,1430.49,748.02,1614.26,2013/Jul/Aug
11/07/2013 19:05:50.749,1376.68,369.67,1425.45,2013/Jul/Aug
12/07/2013 00:00:08.282,871.79,251.29,907.28,2013/Jul/Aug
12/07/2013 03:12:18.281,1565.00,379.79,1610.43,2013/Jul/Aug
12/07/2013 10:32:43.318,1589.13,543.02,1679.35,2013/Jul/Aug
12/07/2013 17:25:55.738,1525.64,527.09,1614.12,2013/Jul/Aug
13/07/2013 05:27:13.395,1520.55,694.34,1671.58,2013/Jul/Aug
13/07/2013 05:30:56.615,2057.65,583.45,2138.77,2013/Jul/Aug
13/07/2013 05:51:09.641,2619.51,646.70,2698.16,2013/Jul/Aug
14/07/2013 23:50:29.415,2891.06,290.81,2905.65,2013/Jul/Aug
15/07/2013 19:11:11.307,2721.26,486.09,2764.33,2013/Jul/Aug
17/07/2013 11:35:42.499,2906.82,515.39,2952.16,2013/Jul/Aug
17/07/2013 19:55:02.233,2980.36,475.28,3018.02,2013/Jul/Aug
17/07/2013 22:29:19.761,2942.26,-79.47,2943.34,2013/Jul/Aug
20/07/2013 12:39:43.466,2891.02,248.74,2901.70,2013/Jul/Aug
20/07/2013 21:42:46.775,2890.97,166.08,2895.74,2013/Jul/Aug
21/07/2013 06:30:27.878,2889.60,664.90,2965.11,2013/Jul/Aug
21/07/2013 06:33:28.616,2849.35,617.43,2915.48,2013/Jul/Aug
22/07/2013 01:57:46.756,2900.45,652.40,2972.92,2013/Jul/Aug
22/07/2013 02:22:11.314,2799.44,608.42,2864.80,2013/Jul/Aug
22/07/2013 02:27:15.450,3007.17,714.10,3090.79,2013/Jul/Aug
22/07/2013 02:28:32.846,2866.75,748.65,2962.89,2013/Jul/Aug
22/07/2013 02:34:13.986,2977.74,524.83,3023.64,2013/Jul/Aug
22/07/2013 03:37:17.127,2880.53,645.94,2952.07,2013/Jul/Aug
22/07/2013 03:51:46.256,2878.22,617.04,2943.62,2013/Jul/Aug
22/07/2013 03:58:13.363,2848.18,695.52,2931.87,2013/Jul/Aug
22/07/2013 04:02:35.429,2910.30,600.99,2971.71,2013/Jul/Aug
22/07/2013 04:07:17.072,2939.90,568.18,2994.30,2013/Jul/Aug
22/07/2013 04:14:14.125,2825.29,556.06,2879.49,2013/Jul/Aug
22/07/2013 04:14:18.680,2818.23,657.07,2893.81,2013/Jul/Aug
22/07/2013 04:14:22.531,2981.70,689.82,3060.46,2013/Jul/Aug
22/07/2013 04:14:38.659,2962.33,647.63,3032.30,2013/Jul/Aug
22/07/2013 04:21:43.188,3012.01,572.34,3065.90,2013/Jul/Aug
22/07/2013 04:23:25.785,3011.79,472.21,3048.59,2013/Jul/Aug
22/07/2013 04:25:48.264,2975.92,600.88,3035.98,2013/Jul/Aug
22/07/2013 04:29:40.241,2889.64,626.81,2956.84,2013/Jul/Aug
22/07/2013 05:03:35.741,2884.84,637.29,2954.40,2013/Jul/Aug
22/07/2013 05:11:32.164,2987.10,609.20,3048.59,2013/Jul/Aug
22/07/2013 05:44:56.273,2992.94,663.86,3065.69,2013/Jul/Aug
22/07/2013 06:34:05.600,2902.77,691.53,2984.01,2013/Jul/Aug
22/07/2013 06:51:00.142,2872.18,694.77,2955.02,2013/Jul/Aug
22/07/2013 06:54:56.454,2993.61,692.11,3072.57,2013/Jul/Aug
22/07/2013 09:24:19.179,2951.61,615.18,3015.04,2013/Jul/Aug
22/07/2013 10:07:44.214,3092.92,604.82,3151.50,2013/Jul/Aug
22/07/2013 10:16:24.957,2827.53,714.83,2916.49,2013/Jul/Aug
22/07/2013 10:44:15.029,2843.64,686.85,2925.42,2013/Jul/Aug
22/07/2013 11:46:38.291,2825.59,669.93,2903.92,2013/Jul/Aug
22/07/2013 12:29:16.768,2808.16,627.06,2877.32,2013/Jul/Aug
22/07/2013 12:45:05.132,3049.00,622.62,3111.92,2013/Jul/Aug
22/07/2013 13:56:28.973,2718.22,691.40,2804.77,2013/Jul/Aug
22/07/2013 13:59:10.314,2353.65,730.54,2464.42,2013/Jul/Aug
22/07/2013 14:32:57.808,2471.07,662.55,2558.35,2013/Jul/Aug
22/07/2013 14:44:57.783,2666.52,669.33,2749.24,2013/Jul/Aug
22/07/2013 14:45:29.869,2855.14,673.27,2933.45,2013/Jul/Aug
22/07/2013 14:46:52.619,2823.64,672.37,2902.59,2013/Jul/Aug
22/07/2013 14:51:36.778,2668.84,665.73,2750.61,2013/Jul/Aug
23/07/2013 00:20:34.613,2431.45,674.16,2523.18,2013/Jul/Aug
23/07/2013 00:21:40.952,2916.81,734.76,3007.93,2013/Jul/Aug
23/07/2013 00:21:46.004,2893.85,708.07,2979.21,2013/Jul/Aug
23/07/2013 00:21:54.603,2901.87,620.19,2967.40,2013/Jul/Aug
23/07/2013 00:21:58.773,2811.41,728.77,2904.33,2013/Jul/Aug
23/07/2013 00:22:05.221,2929.36,701.85,3012.26,2013/Jul/Aug
23/07/2013 00:22:08.918,2698.92,435.81,2733.88,2013/Jul/Aug
23/07/2013 00:22:38.459,3004.21,467.84,3040.42,2013/Jul/Aug
23/07/2013 00:24:05.404,2455.27,424.07,2491.62,2013/Jul/Aug
23/07/2013 00:24:13.157,2341.32,674.72,2436.60,2013/Jul/Aug
23/07/2013 00:24:21.359,2909.65,645.69,2980.43,2013/Jul/Aug
23/07/2013 00:24:22.493,3115.17,709.21,3194.89,2013/Jul/Aug
23/07/2013 00:24:41.806,2787.55,590.74,2849.46,2013/Jul/Aug
23/07/2013 00:24:49.689,3122.86,747.62,3211.10,2013/Jul/Aug
23/07/2013 00:24:50.632,2395.45,585.52,2465.97,2013/Jul/Aug
23/07/2013 00:24:53.101,2478.49,608.55,2552.10,2013/Jul/Aug
23/07/2013 00:24:57.592,2842.64,595.94,2904.44,2013/Jul/Aug
23/07/2013 00:25:02.583,2593.95,729.55,2694.59,2013/Jul/Aug
23/07/2013 00:25:11.494,2913.25,535.53,2962.07,2013/Jul/Aug
23/07/2013 00:26:34.092,2748.54,560.14,2805.04,2013/Jul/Aug
23/07/2013 00:26:36.834,2601.45,636.88,2678.28,2013/Jul/Aug
23/07/2013 00:27:23.293,2580.50,564.28,2641.47,2013/Jul/Aug
23/07/2013 00:28:32.718,2876.58,448.96,2911.40,2013/Jul/Aug
23/07/2013 00:29:19.751,2996.61,572.44,3050.80,2013/Jul/Aug
23/07/2013 00:29:58.074,2953.66,664.74,3027.54,2013/Jul/Aug
23/07/2013 00:31:22.094,2886.02,578.37,2943.41,2013/Jul/Aug
23/07/2013 01:15:55.432,2928.23,693.72,3009.28,2013/Jul/Aug
23/07/2013 01:18:16.333,3022.90,694.43,3101.64,2013/Jul/Aug
23/07/2013 01:37:36.774,2991.62,614.55,3054.09,2013/Jul/Aug
23/07/2013 01:52:55.719,2916.10,686.51,2995.82,2013/Jul/Aug
23/07/2013 01:53:14.401,3069.95,639.70,3135.89,2013/Jul/Aug
23/07/2013 01:53:32.267,2985.59,652.20,3056.00,2013/Jul/Aug
23/07/2013 01:54:14.663,2767.19,622.91,2836.43,2013/Jul/Aug
23/07/2013 02:07:21.605,2687.65,541.29,2741.62,2013/Jul/Aug
23/07/2013 02:07:21.774,984.14,527.73,1116.71,2013/Jul/Aug
23/07/2013 02:07:33.412,935.33,399.11,1016.92,2013/Jul/Aug
23/07/2013 03:03:11.956,986.80,369.24,1053.62,2013/Jul/Aug
23/07/2013 09:57:32.948,1010.38,588.60,1169.33,2013/Jul/Aug
23/07/2013 22:08:31.154,1119.85,619.45,1279.76,2013/Jul/Aug
23/07/2013 23:19:09.190,1020.96,622.61,1195.83,2013/Jul/Aug
23/07/2013 23:32:36.569,896.26,618.62,1089.02,2013/Jul/Aug
23/07/2013 23:32:40.414,1418.28,576.07,1530.81,2013/Jul/Aug
23/07/2013 23:33:10.752,857.50,518.87,1002.26,2013/Jul/Aug
23/07/2013 23:33:29.937,1604.29,533.26,1690.59,2013/Jul/Aug
23/07/2013 23:33:47.832,1495.57,614.70,1616.97,2013/Jul/Aug
23/07/2013 23:35:12.213,870.43,560.14,1035.09,2013/Jul/Aug
23/07/2013 23:35:22.358,2673.32,597.94,2739.38,2013/Jul/Aug
24/07/2013 00:02:11.337,2340.38,714.06,2446.89,2013/Jul/Aug
25/07/2013 12:42:24.785,2351.68,687.78,2450.19,2013/Jul/Aug
25/07/2013 19:22:47.435,2391.01,378.06,2420.71,2013/Jul/Aug
26/07/2013 13:14:19.960,2849.76,561.25,2904.50,2013/Jul/Aug
26/07/2013 13:14:25.904,2879.22,552.44,2931.74,2013/Jul/Aug
26/07/2013 13:14:31.837,1242.42,562.61,1363.86,2013/Jul/Aug
26/07/2013 13:15:37.016,1363.23,557.89,1472.97,2013/Jul/Aug
27/07/2013 10:59:35.560,2188.19,584.73,2264.97,2013/Jul/Aug
27/07/2013 10:59:46.488,2229.61,528.35,2291.36,2013/Jul/Aug
29/07/2013 15:40:00.524,2237.58,524.69,2298.27,2013/Jul/Aug
30/07/2013 15:26:21.613,2185.40,659.62,2282.78,2013/Jul/Aug
01/08/2013 01:57:15.975,2146.46,377.82,2179.46,2013/Jul/Aug
01/08/2013 04:29:56.981,2491.39,434.00,2528.91,2013/Jul/Aug
02/08/2013 21:25:43.763,2959.85,392.13,2985.71,2013/Jul/Aug
03/08/2013 23:22:51.232,2343.04,686.96,2441.67,2013/Jul/Aug
04/08/2013 00:50:25.419,3064.19,704.00,3144.03,2013/Jul/Aug
04/08/2013 09:12:32.020,3077.98,328.60,3095.47,2013/Jul/Aug
04/08/2013 18:20:16.794,2915.46,217.13,2923.54,2013/Jul/Aug
04/08/2013 22:08:19.617,3010.88,611.09,3072.27,2013/Jul/Aug
05/08/2013 13:20:26.982,2967.81,535.07,3015.66,2013/Jul/Aug
05/08/2013 13:22:27.858,2978.83,566.45,3032.21,2013/Jul/Aug
05/08/2013 22:44:35.080,2982.21,654.27,3053.13,2013/Jul/Aug
06/08/2013 08:17:25.241,2978.77,451.15,3012.74,2013/Jul/Aug
08/08/2013 21:31:16.855,3015.72,663.62,3087.87,2013/Jul/Aug
13/08/2013 08:37:07.212,2902.51,645.60,2973.44,2013/Jul/Aug
13/08/2013 09:29:29.186,3035.02,208.20,3042.15,2013/Jul/Aug
13/08/2013 10:00:02.039,3060.88,176.71,3065.98,2013/Jul/Aug
13/08/2013 10:19:27.219,3007.90,216.82,3015.70,2013/Jul/Aug
13/08/2013 14:52:49.100,3038.88,546.00,3087.54,2013/Jul/Aug
15/08/2013 02:51:27.011,3015.89,161.60,3020.22,2013/Jul/Aug
15/08/2013 05:48:01.171,3211.40,492.83,3248.99,2013/Jul/Aug
18/08/2013 20:03:56.770,3037.67,345.66,3057.28,2013/Jul/Aug
19/08/2013 00:45:19.521,3017.62,253.85,3028.28,2013/Jul/Aug
20/08/2013 23:36:58.260,3030.07,458.77,3064.60,2013/Jul/Aug
21/08/2013 20:19:18.883,3306.71,629.04,3366.01,2013/Jul/Aug
21/08/2013 20:20:02.137,2968.54,620.68,3032.73,2013/Jul/Aug
22/08/2013 05:33:38.891,2980.37,429.41,3011.15,2013/Jul/Aug
23/08/2013 00:24:05.523,2999.34,546.78,3048.77,2013/Jul/Aug
23/08/2013 18:16:03.662,2994.00,23.18,2994.09,2013/Jul/Aug
24/08/2013 06:26:12.528,3026.83,192.10,3032.92,2013/Jul/Aug
25/08/2013 03:47:07.625,3001.27,158.98,3005.48,2013/Jul/Aug
27/08/2013 20:28:50.207,3054.09,656.14,3123.78,2013/Jul/Aug
28/08/2013 10:05:00.524,3293.34,87.52,3294.51,2013/Jul/Aug
29/08/2013 03:20:26.932,3063.90,587.45,3119.71,2013/Jul/Aug
29/08/2013 06:06:20.893,2863.07,249.45,2873.92,2013/Jul/Aug
31/08/2013 01:45:58.651,3046.68,156.60,3050.70,2013/Jul/Aug
31/08/2013 22:08:29.944,3058.73,354.16,3079.16,2013/Jul/Aug
02/09/2013 05:42:54.710,3012.44,55.10,3012.95,2013/Sep/Oct
05/09/2013 19:21:24.687,3117.94,388.53,3142.05,2013/Sep/Oct
05/09/2013 23:24:04.209,3029.80,796.48,3132.74,2013/Sep/Oct
06/09/2013 10:53:58.871,3036.38,527.16,3081.80,2013/Sep/Oct
06/09/2013 13:16:07.138,3058.15,632.47,3122.87,2013/Sep/Oct
07/09/2013 16:23:33.629,2846.52,513.04,2892.38,2013/Sep/Oct
08/09/2013 09:34:31.893,3021.56,140.76,3024.83,2013/Sep/Oct
09/09/2013 11:00:28.963,3053.67,633.92,3118.77,2013/Sep/Oct
09/09/2013 11:16:30.000,3045.27,605.26,3104.84,2013/Sep/Oct
09/09/2013 12:18:33.079,3294.41,603.09,3349.16,2013/Sep/Oct
10/09/2013 01:09:27.533,3075.59,712.46,3157.03,2013/Sep/Oct
11/09/2013 02:23:49.964,3062.04,280.84,3074.89,2013/Sep/Oct
11/09/2013 02:32:31.904,3342.07,272.99,3353.20,2013/Sep/Oct
11/09/2013 02:33:16.150,3099.98,300.83,3114.55,2013/Sep/Oct
11/09/2013 02:55:13.255,2997.45,310.40,3013.48,2013/Sep/Oct
11/09/2013 03:07:57.567,3023.10,287.45,3036.74,2013/Sep/Oct
12/09/2013 17:54:47.346,3105.18,245.55,3114.87,2013/Sep/Oct
14/09/2013 00:43:00.442,3024.07,700.94,3104.24,2013/Sep/Oct
15/09/2013 19:39:11.363,3034.27,49.35,3034.67,2013/Sep/Oct
15/09/2013 19:54:39.465,2787.07,4.89,2787.08,2013/Sep/Oct
15/09/2013 19:55:27.492,3005.86,21.48,3005.94,2013/Sep/Oct
15/09/2013 23:05:32.839,3045.09,-30.35,3045.24,2013/Sep/Oct
16/09/2013 03:18:53.387,2696.92,25.69,2697.05,2013/Sep/Oct
16/09/2013 03:19:27.492,3054.21,27.42,3054.33,2013/Sep/Oct
16/09/2013 03:20:46.411,2983.73,15.38,2983.76,2013/Sep/Oct
16/09/2013 04:18:24.783,2190.75,33.07,2191.00,2013/Sep/Oct
16/09/2013 04:42:54.003,2478.30,5.20,2478.31,2013/Sep/Oct
16/09/2013 06:54:44.656,2740.25,26.16,2740.38,2013/Sep/Oct
16/09/2013 06:58:53.733,1831.50,39.10,1831.92,2013/Sep/Oct
16/09/2013 07:07:05.249,1782.47,-50.41,1783.19,2013/Sep/Oct
16/09/2013 08:23:25.863,1851.72,65.41,1852.87,2013/Sep/Oct
16/09/2013 10:24:17.413,1686.60,-37.65,1687.02,2013/Sep/Oct
16/09/2013 10:32:46.920,1715.98,41.84,1716.49,2013/Sep/Oct
16/09/2013 10:37:06.781,1730.68,160.92,1738.15,2013/Sep/Oct
16/09/2013 10:43:14.774,1507.53,60.72,1508.76,2013/Sep/Oct
16/09/2013 14:11:24.452,1517.64,681.54,1663.65,2013/Sep/Oct
16/09/2013 14:27:38.760,2112.60,11.34,2112.63,2013/Sep/Oct
16/09/2013 20:00:26.652,1901.32,57.43,1902.18,2013/Sep/Oct
17/09/2013 16:42:22.377,1904.65,26.39,1904.84,2013/Sep/Oct
19/09/2013 02:39:20.801,1639.33,82.99,1641.43,2013/Sep/Oct
19/09/2013 04:22:48.653,1688.95,111.60,1692.64,2013/Sep/Oct
19/09/2013 06:12:07.093,1621.96,218.61,1636.63,2013/Sep/Oct
19/09/2013 07:41:25.938,1635.23,224.31,1650.54,2013/Sep/Oct
19/09/2013 07:41:32.490,1631.50,203.65,1644.16,2013/Sep/Oct
20/09/2013 06:52:48.744,1851.53,96.81,1854.06,2013/Sep/Oct
20/09/2013 15:55:03.723,1963.32,352.53,1994.72,2013/Sep/Oct
21/09/2013 07:35:24.040,1938.66,198.03,1948.75,2013/Sep/Oct
21/09/2013 13:05:07.189,1812.69,305.74,1838.30,2013/Sep/Oct
21/09/2013 15:52:41.726,1626.81,202.03,1639.31,2013/Sep/Oct
22/09/2013 00:37:44.125,1638.14,187.02,1648.78,2013/Sep/Oct
22/09/2013 16:53:18.842,1631.83,194.78,1643.42,2013/Sep/Oct
22/09/2013 19:42:22.667,1518.78,351.90,1559.01,2013/Sep/Oct
22/09/2013 23:04:19.327,1935.95,445.42,1986.53,2013/Sep/Oct
23/09/2013 13:38:35.738,1608.03,206.76,1621.27,2013/Sep/Oct
23/09/2013 16:39:51.365,1676.81,208.04,1689.66,2013/Sep/Oct
23/09/2013 18:24:19.971,1686.06,234.93,1702.35,2013/Sep/Oct
23/09/2013 19:45:45.029,1654.38,195.03,1665.84,2013/Sep/Oct
24/09/2013 00:59:57.032,1554.08,198.83,1566.75,2013/Sep/Oct
24/09/2013 06:34:36.806,1713.05,203.24,1725.06,2013/Sep/Oct
24/09/2013 10:23:32.732,1704.53,710.72,1846.76,2013/Sep/Oct
24/09/2013 10:23:56.160,1657.04,722.52,1807.71,2013/Sep/Oct
24/09/2013 10:25:00.950,1678.94,709.24,1822.60,2013/Sep/Oct
25/09/2013 02:32:36.453,1730.50,199.21,1741.93,2013/Sep/Oct
25/09/2013 10:14:45.268,1738.63,444.26,1794.49,2013/Sep/Oct
25/09/2013 21:29:46.263,1615.26,308.88,1644.53,2013/Sep/Oct
26/09/2013 12:14:14.871,1632.79,648.25,1756.77,2013/Sep/Oct
26/09/2013 16:52:25.982,1767.04,163.81,1774.62,2013/Sep/Oct
26/09/2013 17:10:14.379,1730.33,643.02,1845.94,2013/Sep/Oct
26/09/2013 18:45:16.431,1629.70,159.33,1637.47,2013/Sep/Oct
26/09/2013 18:49:33.794,1520.25,584.53,1628.75,2013/Sep/Oct
27/09/2013 00:41:13.538,1583.43,199.63,1595.97,2013/Sep/Oct
27/09/2013 23:05:56.329,1641.05,268.08,1662.80,2013/Sep/Oct
28/09/2013 05:28:57.675,1540.82,297.41,1569.26,2013/Sep/Oct
28/09/2013 14:21:29.881,1635.90,86.30,1638.18,2013/Sep/Oct
28/09/2013 17:00:20.243,1645.42,521.11,1725.97,2013/Sep/Oct
28/09/2013 19:14:33.019,1963.59,299.24,1986.26,2013/Sep/Oct
28/09/2013 20:22:44.416,1542.35,163.87,1551.03,2013/Sep/Oct
28/09/2013 23:11:02.934,1652.59,164.78,1660.79,2013/Sep/Oct
29/09/2013 03:09:13.164,1569.44,165.17,1578.11,2013/Sep/Oct
30/09/2013 06:00:10.131,1617.56,503.99,1694.26,2013/Sep/Oct
30/09/2013 06:53:32.031,2010.84,810.00,2167.86,2013/Sep/Oct
01/10/2013 06:22:42.154,2144.72,276.31,2162.44,2013/Sep/Oct
01/10/2013 07:45:48.194,1626.68,134.20,1632.21,2013/Sep/Oct
01/10/2013 13:04:44.129,2031.74,326.93,2057.87,2013/Sep/Oct
01/10/2013 18:19:34.663,1598.91,247.51,1617.95,2013/Sep/Oct
01/10/2013 18:39:04.316,1993.96,216.83,2005.71,2013/Sep/Oct
01/10/2013 20:20:02.476,2068.53,164.36,2075.05,2013/Sep/Oct
02/10/2013 11:03:28.826,1907.08,456.75,1961.02,2013/Sep/Oct
02/10/2013 12:52:53.317,1618.11,141.07,1624.25,2013/Sep/Oct
02/10/2013 20:42:17.897,2356.34,446.04,2398.18,2013/Sep/Oct
03/10/2013 19:01:26.082,1661.42,-99.96,1664.43,2013/Sep/Oct
03/10/2013 19:16:47.794,1454.13,-106.53,1458.03,2013/Sep/Oct
03/10/2013 19:36:15.335,1948.66,-98.11,1951.13,2013/Sep/Oct
03/10/2013 19:45:14.112,1472.54,-61.85,1473.84,2013/Sep/Oct
03/10/2013 19:48:05.430,1583.43,-132.51,1588.96,2013/Sep/Oct
03/10/2013 19:48:35.782,1614.86,-121.86,1619.46,2013/Sep/Oct
03/10/2013 19:50:13.401,1933.89,-118.73,1937.53,2013/Sep/Oct
03/10/2013 19:52:58.184,2108.47,-148.10,2113.67,2013/Sep/Oct
03/10/2013 20:17:09.592,1572.76,-295.37,1600.26,2013/Sep/Oct
03/10/2013 20:38:48.330,1527.47,258.61,1549.20,2013/Sep/Oct
03/10/2013 20:49:03.533,1645.69,-141.02,1651.72,2013/Sep/Oct
03/10/2013 21:39:03.303,1495.86,-142.12,1502.59,2013/Sep/Oct
04/10/2013 21:27:17.221,1375.43,-245.44,1397.16,2013/Sep/Oct
04/10/2013 22:53:40.558,1531.05,439.37,1592.84,2013/Sep/Oct
04/10/2013 23:21:52.759,1524.77,455.01,1591.21,2013/Sep/Oct
04/10/2013 23:41:21.854,1538.38,258.72,1559.99,2013/Sep/Oct
05/10/2013 01:45:39.989,1585.35,437.51,1644.61,2013/Sep/Oct
05/10/2013 13:05:34.567,1452.74,159.88,1461.51,2013/Sep/Oct
05/10/2013 13:08:29.655,1496.22,172.61,1506.14,2013/Sep/Oct
05/10/2013 13:08:30.821,1682.75,224.03,1697.59,2013/Sep/Oct
05/10/2013 13:13:14.119,1475.95,215.55,1491.60,2013/Sep/Oct
05/10/2013 13:34:16.659,2175.88,318.81,2199.11,2013/Sep/Oct
06/10/2013 11:19:45.247,2027.29,387.16,2063.93,2013/Sep/Oct
06/10/2013 22:21:48.885,1382.58,-76.95,1384.72,2013/Sep/Oct
06/10/2013 23:48:45.084,2016.32,226.37,2028.99,2013/Sep/Oct
07/10/2013 00:40:22.204,2303.86,275.56,2320.28,2013/Sep/Oct
07/10/2013 02:49:50.882,1966.49,103.67,1969.22,2013/Sep/Oct
07/10/2013 15:54:44.082,1990.64,213.37,2002.04,2013/Sep/Oct
07/10/2013 17:42:46.761,2163.86,90.07,2165.73,2013/Sep/Oct
07/10/2013 17:42:52.216,2055.01,244.47,2069.50,2013/Sep/Oct
07/10/2013 17:52:15.975,2043.05,123.74,2046.80,2013/Sep/Oct
07/10/2013 19:22:13.234,2187.62,81.33,2189.13,2013/Sep/Oct
09/10/2013 18:00:58.228,1354.26,367.87,1403.34,2013/Sep/Oct
10/10/2013 04:34:37.679,1269.45,577.03,1394.44,2013/Sep/Oct
10/10/2013 23:29:41.769,1238.19,691.70,1418.30,2013/Sep/Oct
10/10/2013 23:58:03.076,1273.25,695.61,1450.87,2013/Sep/Oct
10/10/2013 23:59:19.719,2249.83,707.05,2358.31,2013/Sep/Oct
11/10/2013 00:35:19.113,2383.72,665.65,2474.91,2013/Sep/Oct
11/10/2013 00:50:58.437,2989.04,634.87,3055.72,2013/Sep/Oct
11/10/2013 01:03:22.611,3225.54,687.45,3297.99,2013/Sep/Oct
11/10/2013 01:14:05.481,3012.15,681.12,3088.20,2013/Sep/Oct
11/10/2013 01:34:46.542,3150.74,690.00,3225.41,2013/Sep/Oct
11/10/2013 15:32:41.533,3110.99,225.26,3119.13,2013/Sep/Oct
11/10/2013 21:13:18.327,3182.19,405.05,3207.86,2013/Sep/Oct
11/10/2013 21:13:21.217,3125.78,477.15,3161.99,2013/Sep/Oct
11/10/2013 21:13:33.427,3134.25,495.93,3173.24,2013/Sep/Oct
11/10/2013 21:14:18.205,2916.83,459.15,2952.75,2013/Sep/Oct
